n_tasks,parallel,distributed,serial
1,0.0125195,0.009386,0.006062
2,0.008548875,0.0053681250000000005,0.006062
4,0.01113575,0.0034244999999999996,0.006062
8,0.017139375,0.0025797499999999996,0.006062
