n_tasks,parallel,distributed,serial
1,1.1450334999999998,1.18245625,0.8780735
2,0.61349425,0.59609275,0.8780735
4,0.34470649999999997,0.291171125,0.8780735
8,0.21014412500000004,0.1392735,0.8780735
