n_tasks,parallel,distributed,serial
1,0.1729565,0.009386,0.006062
2,0.25765150000000003,0.0053681250000000005,0.006062
4,0.4368540000000001,0.0034244999999999996,0.006062
8,1.1101111250000002,0.0025797499999999996,0.006062
